#Amharic Name	Latin Transcription	Alternative Amharic Spelling
የበላይነት	Yä-Bälayennät	
የበታች	Yä-Bätačč	
የበታችነት	Yäbätaččennät	
የቡ	Yäbbu	
የብስ	Yäbs	
የተሻ	Yätäša	
የተሻ	Yätäša-Wärq	
የተሻው	Yätäšaw	
የተባበሩት	Yätäbabbärut	
የትም	Yätemm	
የኋላ	Yä-Hʷ	
የኔ ሰው	YänéSäw	
የኔ ነህ	YänéNäh	
የኔ ፋንታ	YänéFänta	
የኣለም	Yä-Aläm	
የካ	Yäkka	
የካቲት	Yäkkatit	
የወርቅ ውሃ	Yä-Wärq-Weha	
የወንድ ወሰን	Yä-Wänd-Wäsän	
የወይን እሸት	Yä-Wäyn-Ešät	
የወዲያ ነሽ	Yä-WädiyaNäš	
የወግ ነሽ	Yä-WägNäš	
የዋህ	Yäwwah	
የውሃ ሽታ	Yä-Weha-Šetta	
የውል ሰው	Yä-Wel-Säw	
የውብ ዳር	Yä-Web-Dar	
የውነቱ	Yäwnätu	
የዛሬይቱ	Yä-Zaréytu	
የደም ገንቦ	Yä-DämGänbo	
የደቴ	Yadäté	
የዱር አራዊት	Yä-Dur Ärawit	
የገዝ መደብ	Yä-Gäz-Mädäb	
የገዥ መዳብ	Yä-Gäz̃Mädäb	
የገደል ማሚቶ	Yä-GädälMammito	
የገድል ማሚቶ	Yä-GädälMammito	
የጋራ	Yä-Gara	
የጋርዮሽ	Yä-Gareyyoš	
የግል	Yä-Gell	
የጡት ልጅ	Yä-Ṭut-Lej	
የጭን ገረድ	Yä-Č̣anGäräd	
የፊጥኝ	Yä-Fiṭṭeññ	
ዩሱፍ	Yusuf	
ያህያ	Yaheya	
ያለው	Yaläw	
ያልጋ ነሽ	YalgaNäš	
ያመ ነሽ	Yammänäš	
ያመነሽ	Yammänäš	
ያምሮት	Yamrot	
ያረጋል	Yarägal	
ያሬድ	Yaréd	
ያሲን	Yasin	
ያስችለዋል	Yasčeläwal	
ያኑስ	Yanus	
ያንጥፉ	Yanṭefu	
ያእቆብ	Ya'eqob	
ያዘው	Yazäw	
ያየህ ይራድ	Yayyäh-Yerad	
ያየሽ	Yayyäs	
ያዩ	Yayyu	
ያይኔ አበባ	Yayné-Äbäba	
ያይን ኣለም	Yayn-Aläm	
ያደታ	Yadäta	
ያደግድጉ	Yadägdegu	
ያጅቡሻል	Yajjebušal	
ያግብአ	Yagbe'ä	
ያፌት	Yafét	
ይሁኔ	Yehuné	
ይሁዲ	Yehudi	
ይሁዳ	Yehuda	
ይሄይስ	Yehéyyes	
ይህ	Yeh	
ይህች	Yehečč	
ይህደጋ	Yehdägga	
ይህደጐ	Yehdäggo	
ይለፍ	Yeläf	
ይሉኝታ	Yeluñta	
ይላላ	Yelala	
ይላቅ	Yelaq	
ይላኩ	Yelaku	
ይልማ	Yelma	
ይመር	Yemär	
ይመስገን	Yemmäsgän	
ይመችሻል	Yemmäččešall	
ይመኑ	Yemänu	
ይመኔ	Yemäné	
ይመኙሻል	Yemmäññušall	
ይማሙ	Yemamu	
ይማም	Yemam	
ይምርሃነ	Yemrehannä	
ይምታቱ	Yemtatu	
ይምአታ	Yem'ätta	
ይራድ	Yerad	
ይርሳው	Yersaw	
ይርዳው	Yerdaw	
ይርገዱ	Yergädu	
ይርጉ	Yergu	
ይርጋ	Yerga	
ይርጋ አለም	YergaAläm	
ይርጋ ኣለም	YergaAläm	
ይርጋ ጨፌ	YergaČ̣äffé	
ይስሀቅ	Yeshäq	
ይስሙ	Yesmu	
ይስሙላ	Yesmulla	
ይስማ	Yesma	
ይስማው	Yesmaw	
ይስገዱ	Yesgädu	
ይስፋ ወሰን	YesfaWäsän	
ይሻሙ	Yeššamu	
ይሻሙሽ	Yeššamuš	
ይበርታ	Yebärta	
ይበሳ	Yebsa	
ይቤቶ	Yebéto	
ይብርሁ	Yebrehu	
ይብሳ	Yebsa	
ይብዛ	Yebza	
ይታክቱ	Yetaktu	
ይታየው	Yettayäw	
ይታይሽ	Yettayeš	
ይታጠቁ	Yettaṭäqu	
ይትረፍ	Yeträf	
ይነሱ	Yennäsu	
ይንሱ	Yennäsu	
ይኩኖ	Yekunno	
ይዘሽዋል	Yezäšewal	
ይዘት	Yezät	
ይዞታ	Yezota	
ይዞት	Yezät	
ይደነቁ	Yeddänäqu	
ይደነቅ	Yeddänäq	
ይድነቃቸው	Yednäqaččäw	
ይገምቱ	Yegämmetu	
ይገባሀል	Yeggäbbahal	
ይገባሃል	Yeggäbbahal	
ይገብሩ	Yegäbberu	
ይገዙ	Yeggäzu	
ይጋርዱ	Yegardu	
ይግለጡ	Yegläṭu	
ይግባኝ	Yegbaññ	
ይግዛው	Yegzaw	
ይጥና	Yeṭna	
ይፋ	Yefa	
ይፋቴ	Yefaté	
ይፋት	Yefat	
ይፍሩ	Yefru	
ይፍራው	Yefraw	
ይፍቱ	Yeftu-	
ይፍጠር	Yefṭär	
ዮሀንስ	Yohännes	
ዮርዳኖስ	Yordanos	
ዮሲያስ	Yosiyas	
ዮሴፍ	Yoséf	
ዮና	Yona	
ዮናስ	Yonas	
ዮናታን	Yonattan	
ዮናኒ	Yonani	
ዮዲት	Yodit	
ዮፍታሄ	Yoftahé	
ደሀራይ	Dähäray	
ደሀብ	Dähäb	
ደህራይ	Dähäray	
ደህኔ	Dähné	
ደህንነት	Dähnennät	
ደለለች	Dälläläčč	
ደለለኝ	Dälläläññ	
ደለሉ	Dällälu	
ደለሎ	Dällälu	
ደላላ	Dällala	
ደላንታ	Dälanta	
ደላጐ	Dälago	ደላጎ
ደልዳላ	Däldalla	
ደመረ	Dämmärä	
ደመረው	Dämmäräw	
ደመሩ	Dämmäru	
ደመራ	Dämära	
ደመራው	Dämäraw	
ደመቀ	Dämmäqä	
ደመቀች	Dämmäqäčč	
ደመቁ	Dämmäqu	
ደመቄ	Dämmäqé	
ደመቅሳ	Dämmäqsa	
ደመና	Dämmäna	
ደመኛ	Dämäñña	
ደመወዜ	Dämäwäzé	
ደመወዝ	Dämäwäz	
ደማሚት	Dämamit	
ደማኛ	Dämäñña	
ደሜ	Dämé	
ደም	Däm	
ደም መላሽ	DämMällaš	
ደም ግባት	DämGebat	
ደምለው	Dämelläw	
ደምላው	Dämelläw	
ደምል	Dämell	
ደምሰው	Dämessäw	
ደምሳሽ	Dämsaš	
ደምሳቸው	Dämessaččäw	
ደምስ	Dämess	
ደምበል	Dämbäl	
ደምቢ ዶሎ	DämbiDollo	
ደምቦባ	Dämboba	
ደሞዜ	Dämäwäzé	
ደረሰ	Därräsä	
ደረሳ	Däräsa	
ደረስ	Därräs	
ደረስጊ	Däräsgi	
ደረሶ	Däräso	
ደረባ	Däräba	
ደረት	Därät	
ደረጀ	Däräjjä	
ደረጃ	Däräja	
ደረጃዎች	Däräjawočč	
ደራ	Därra	
ደራሞ ደራም	Däramo-Däram	
ደራሞ-ድራም	Däramo-Däram	
ደራሲ	Därasi	
ደራሲያን	Därasiyan	
ደርሂም	Därhim	
ደርሞ	Dermo	
ደርሰህ	Därsäh	
ደርሶማ	Därsoma	
ደርባባው	Därbabbaw	
ደርባቸው	Därrebaččäw	
ደርቤ	Därrebé	
ደርጉ	Därgu	
ደርግ	Därg	
ደሮማይ	Darimu	
ደሳለኝ	Dässaläññ	
ደሳሳ	Däsasa	
ደሴ	Dosé	
ደሴት	Dässét	
ደሴቶች	Dässétočč	
ደስሜ	Dässemé	
ደስታ	Dässeta	
ደቀ መሀረ	Däqqä-Mähärä	
ደቀ መዝሙር	Däqqä-Mäzmur	
ደቂቃ	Däqiqa	
ደቂቅ	Däqiq	
ደቃቅ	Däqqaq	
ደበላ	Däbäla	
ደበሌ	Däbälé	
ደበሎ	Däbälo	
ደበሳይ	Däbäsay	
ደበሽ	Däbäš	
ደበበ	Däbbäbä	
ደበኔ	Däbäné	
ደበን አንሳ	DäbänÄnsa	
ደቡባዊ	Däbubawi	
ደቡብ	Däbub	
ደባ	Däba	
ደባል	Däbbal	
ደባልቄ	Däbalqé	
ደባርቅ	Däbarq	
ደባርዋ	Däbarwa	
ደባሱ	Däbbasu	
ደባስ	Däbbas	
ደባይ	Däbay	
ደብረ	Däbrä-	
ደብረ ሲና	Däbrä-Sina	
ደብረ ዳሞ	Däbrä-Damo	
ደብሩ	Däbru	
ደብሪቱ	Däbritu	
ደብሬ	Däbré	
ደብር	Däber	
ደብተራ	Däbtära	
ደብተር	Däbtär	
ደብዛ	Däbza	
ደብዳቤ	Däbdabbé	
ደብዳቤዎች	Däbdabbéwočč	
ደቦ	Däbo	
ደቦጭ	Däboč̣	
ደነቀ	Dännäqä	
ደነቀው	Dännäqäw	
ደነባ	Dännäba	
ደነዝ	Dänäz	
ደናግል	Dänagel	
ደን	Dänn	
ደንቀራ	Dänqära	
ደንቀዝ	Dänqäz	
ደንበሌ	Dänbälé	
ደንበኛ	Dänbäñña	
ደንበኞቻችን	Dänbäññoččaččen	
ደንበኞች	Dänbäññočč	
ደንባሪ	Dänbari	
ደንብ	Dänb	
ደንቦባ	Dänboba	
ደንቦች	Dänbočč	
ደንከል	Dänkäl	
ደንከልያ	Dänkäleya	
ደንከሎች	Dänkäločč	
ደንካልያ	Dänkäleya	
ደንደሮ	Dändärro	
ደንደስ	Dändäss	
ደንገላሳ	Dängälasa	
ደንገጡር	Dängäṭur	
ደንጐሎ	Dängollo	
ደከሮ	Däkäro	
ደካማ	Däkkama	
ደወል	Däwäl	
ደዌ	Däwé	
ደዎ	Däwo	
ደያሱ	Däyyasu	
ደያስ	Däyyas	
ደያሶ	Däyyaso	
ደይን	Däyn	
ደደሆ	Dädäho	
ደደር	Dädär	
ደደብ	Däddäb	
ደጀ ሰላም	Däjjä-Sälam	
ደጀኑ	Däjänu	
ደጀኔ	Däjäné	
ደጀን	Däjän	
ደጃዝማች	Däjjazmač	
ደጃፍ	Däjjaf	
ደጅ	Däjj	
ደጅ ይትኑ	DäjjYeṭnu	
ደጅ ይጥኑ	DäjjYeṭnu	
ደገፉ	Dägäfu	
ደገፋ	Dägäfa	
ደጉ	Däggu	
ደጊቱ	Däggitu	
ደጋ	Däga	
ደጋን	Dägan	
ደጋጋ	Dägaga	
ደጌ	Däggé	
ደግ ነህ	DäggNäh	
ደግለሃን	Däglähan	
ደግነት	Däggennät	
ደግዳጋ	Dägdagga	
ደግፌ	Däggefé	
ደፈጣ	Däfäṭa	
ደፈጫ	Däfäč̣a	
ደፋር	Däffar	
ዱለት	Dulät	
ዱለቻ	Dulläčča	
ዱለኛ	Dulläñña	
ዱላ	Dulla	
ዱልዱም	Duldum	
ዱሎ	Dulo	
ዱሜሳ	Duméssa	
ዱረቲ	Durätti	
ዱሪ	Duri	
ዱራሜ	Duramé	
ዱር	Dur	
ዱርዬ	Dureyyé	
ዱሮ	Duro	
ዱሽ	Duš	
ዱቄት	Duqét	
ዱበርቲ	Dubärti	
ዱባ	Dubba	
ዱቤ	Dubé	
ዱብ አለ	Dubb-Älä	
ዱብ እዳ	Dubb-Eda	
ዱኪ	Duki	
ዱካ	Dukka	
ዱኬ	Duki	
ዱዳ	Duda	
ዱፍቲ	Dufti	
ዲላ	Dilla	
ዲማ	Dima	
ዲሞፍተር	Dimoftär	
ዲሮ	Diro	
ዲሳሳ	Disasa	
ዲቃላ	Diqala	
ዲብ	Dib	
ዲታ	Ditta	
ዲንሳ	Dinsa	
ዲንሾ	Dinšo	
ዲያቆን	Diyaqon	
ዲያብሎስ	Diyabelos	
ዲዮስቆሮስ	Diyosqoros	
ዲዮቅልጥያኖስ	Diyoqleṭeyanos	
ዲዲሞ	Didimo	
ዲድስቅልያ	Didesqeleya	
ዳሌ	Dallé	
ዳልቻ	Dalečča	
ዳልጋ	Dalga	
ዳመነ	Dammänä	
ዳማ	Dama	
ዳምጠው	Damṭäw	
ዳምጤ	Damṭé	
ዳሞት	Damot	
ዳሞትራ	Damotra	
ዳረጐት	Darägot	ዳረጎት
ዳሪሙ	Darimu	
ዳሪቱ	Daritu	
ዳርም የለሽ	Daremm-Yälläš	
ዳርቻ	Darečča	
ዳርጌ	Dargé	
ዳስ	Das	
ዳሸን	Dašän	
ዳቢት	Dabit	
ዳባ	Daba	
ዳባሽ	Dabaš	
ዳባት	Dabat	
ዳቤ	Dabbé	
ዳቦ	Dabbo	
ዳተኛ	Datäñña	
ዳንኤል	Dane'él	
ዳንኪራ	Dankira	
ዳንዴ	Dandé	
ዳንግላ	Dangela	
ዳንግሌ	Dangelé	
ዳኘው	Daññäw	
ዳኛ	Dañña	
ዳኛቸው	Daññaččäw	
ዳኛችው	Daññaččä	
ዳኜ	Daññé	
ዳካ	Dakka	
ዳክዬ	Dakkeyyé	
ዳዊት	Dawit	
ዳዋ	Dawwa	
ዳውላ	Dawella	
ዳውንት	Dawent	
ዳውድ	Dawed	
ዳውዶ	Dawdo	
ዳውጃ	Dawejja	
ዳዲ	Dadi	
ዳገት	Dagät	
ዳጉሳ	Dagussa	
ዳግመኛ	Dagmäñña	
ዳግማዊ	Dagmawi	
ዳግማዊት	Dagmawit	
ዳግም	Dagem	
ዳግምዊ	Dagmawi	
ዳጨው	Dač̣äw	
ዳፍንታም	Dafentam	
ዳፍንት	Dafent	
ዴልቻ	Délča	
ዴሬሳ	Déréssa	
ዴጋሳ	Dégasa	
ድሀነት	Dehennät	
ድሁር	Dehur	
ድሃ	Deha	
ድህረ ምረቃ	Dehrä-Merräqa	
ድህረ ቃል	Dehrä-qal	
ድህራ ምረቃ	Dehrä-merräqa	
ድህነት	Dehennät	
ድል	Del	
ድል ነሳሁ	DelNässahu	
ድል ነሳው	DelNässahu	
ድልህ	Delleh	
ድልባን	Delban	
ድልብ	Delb	
ድልዝ	Dellez	
ድልድል	Delbel	
ድልድይ	Deldeyy	
ድሎት	Delot	
ድመት	Demmät	
ድሜጥሮስ	Deméṭros	
ድም ግባት	DämGebat	
ድምበል	Dämbäl	
ድምቡሼ	Dembuššé	
ድምቢጥ	Dembiṭṭ	
ድምብላል	Dembelal	
ድምኳን	Denkʷn	
ድምጸ	Demṣä-	
ድምጻዊ	Demṣawi	
ድምጻውያን	Demṣaweyan	
ድምጼ	Demṣé	
ድምጽ	Demṣ	
ድረሴ	Deräsé	
ድረስ	Deräs	
ድሪ	Deri	
ድራር	Derar	
ድሬ ዳዋ	DerréDawa	
ድርሞ	Dermo	
ድርሻ	Derša	
ድርሻዬ	Deršayé	
ድርቆሽ	Derqoš	
ድርብ	Derreb	
ድርብርብ	Derebreb	
ድርቧ	Derrebʷ	
ድርጃ	Däräja	
ድርጅት	Derejjet	
ድርጐ	Dergo	ድርጎ
ድርጭት	Dereč̣ett	
ድስት	Dest	
ድቀት	Deqqät	
ድቁስ	Deqqus	
ድቁና	Dequnna	
ድበላ	Debbäla	
ድቡልቡል	Debulbul	
ድቢ	Debbi	
ድባብ	Debab	
ድቤ	Debbi	
ድብ	Debb	
ድብ እዳ	Dubb-Eda	
ድብልቅ	Debelleq	
ድብልቅልቅ	Debleqleq	
ድብሪቱ	Däbritu	
ድብሬ	Däbré	
ድብቁ	Denqu	
ድብኝት	Debeññet	
ድብደባ	Debdäba	
ድብዳብ	Debdab	
ድንቀራ	Dänqära	
ድንቁ	Denqu	
ድንቁት	Denqut	
ድንቄ	Denqé	
ድንቅ	Denq	
ድንቅ ነሽ	DenqNäš	
ድንቅነሽ	DenqNäš	
ድንቋ	Denqʷ	
ድንበሩ	Denbäru	
ድንበር	Denbär	
ድንቡሎ	Denbullo	
ድንች	Dennečč	
ድንክ	Denk	
ድንክዬ	Denkeyyé	
ድንኳን	Denkʷn	
ድንገተኛ	Dengätäñña	
ድንጉላ	Dengula	
ድንጉዜ	Denguzé	
ድንጉጥ	Denguṭ	
ድንጋያማ	Dengayamma	
ድንጋይ	Dengay	
ድንግል	Dengel	
ድንፋታ	Denfata	
ድኝ	Deññ	
ድኩላ	Dekkula	
ድኩማን	Dekuman	
ድኩም	Dekum	
ድውያን	Dewweyan	
ድውይ	Dewwey	
ድድ	Dedd	
ድጅኖ	Dejno	
ድጉማ	Deguma	
ድጉስ	Degus	
ድጋፌ	Degafé	
ድጋፍ	Degaf	
ድግ	Deg	
ድግምት	Degemt	
ድግስ	Degges	
ድግጣ	Degeṭṭa	
ድጐማ	Deggoma	
ድጓ	Deggʷ	
ድፋባቸው	Defabbaččäw	
ድፋት	Defat	
ድፎ	Defo	
ዶለዝ	Dolläz	
ዶማ	Doma	
ዶርዜ	Dorzé	
ዶርዜ ሀይዞ	DorzéHäyzo	
ዶሮ	Doro	
ዶሴ	Dosé	
ዶሴኛ	Doséñña	
ዶቃ	Doqa	
ዶባ	Dobba	
ዶቲ	Doti	
ዶቴ	Doti	
ዶኬ	Dokké	
ዶዮ	Doyyo	
ዶዶላ	Dodola	
ዶግ	Dog	
ዶጮ	Doč̣č̣o	
ዶፈር	Dofär	
ዶፍ	Dof	
ጀሀር	Jähär	
ጀሊል	Jälil	
ጀላል	Jälal	
ጀሌ	Jälé	
ጀልባ	Jälba	
ጀልዱ	Jäldu	
ጀማ ነህ	JämaNäh	
ጀማ ነሽ	JämaNäš	
ጀማል	Jämal	
ጀምበሩ	Jämbäru	
ጀምበሬ	Jämbäré	
ጀምበር	Jämbär	
ጀርባ	Järba	
ጀበና	Jäbäna	
ጀቢሳ	Jäbésa	
ጀባር	Jäbar	
ጀቤሳ	Jäbésa	
ጀብደኝነት	Jäbdäññennät	
ጀብዱ	Jäbdu	
ጀንብ	Jänb	
ጀግና	Jägna	
ጀግንነት	Jägnennät	
ጀግኖች	Jägnočč	
ጁሁር	Jehour	
ጂል	Jil	
ጂማ	Jimma	
ጂራሞ	Jiramo	
ጂሬ	Jiré	
ጂብሪል	Jibril	
ጂን	Jinn	
ጂግሳ	Jigsa	
ጃለታ	Jaläta	
ጃምቦ	Jambo	
ጃምዮ	Jammeyyo	
ጃርት	Jart	
ጃቢር	Jabir	
ጃን	Jan	
ጃን ሜዳ	Jan-Méda	
ጃን ጥራር	Jan-Ṭerar	
ጃንደረባ	Jandäräba	
ጃኖ	Jano	
ጃፈር	Jafär	
ጃፈሮ	Jafäro	
ጄሶ	Jésso	
ጅሁር	Jehur	
ጅማ	Jemma	
ጅማታም	Jemmatam	
ጅማት	Jemmat	
ጅምላ	Jemla	
ጅረት	Jerät	
ጅሩ	Jerru	
ጅራት	Jerat	
ጅራፍ	Jeraf	
ጅባት	Jebbat	
ጅብ	Jeb	
ጅብሩክ	Jebruk	
ጅንፎ	Jenfo	
ጅው ጅው	JewwJeww	
ጅውጅው	JewwJeww	
ጅጅጋ	Jejjega	
ጅጌ	Jegé	
ጅግራ	Jegra	
ጅፋር	Jefar	
ጆቢራ	Jobira	
ጆቴ	Joté	
ጆንያ	Joneyya	
ጆፌ	Joffé	
ጆፍጆፌ	Jofjoffé	
ገሀ	Gähä	
ገሃነም	Gähannäm	
ገሃድ	Gähad	
ገለልተኛ	Gälältäñña	
ገለምሶ	Gälämso	
ገለባ	Gäläba	
ገለብ	Gäläb	
ገለቱ	Gälätu	
ገለታ	Gäläta	
ገለፈት	Gäläfät	
ገሊላ	Gälila	
ገሊላዊ	Gälilawi	
ገላ	Gäla	
ገላ ሁን	Gäla Hun	
ገላ ነህ	Gäla Näh	
ገላ ነሽ	Gäla Näš	
ገላሁን	Gälahun	
ገላሲ	Gälasi	
ገላትያ	Gälateya	
ገላና	Gälana	
ገላን	Gälan	
ገላው	Gälaw	
ገላውዴዎስ	Gälaedéwos	
ገላዬ	Gälayé	
ገላጋይ	Gälagay	
ገላግሌ	Gälaglé	
ገል	Gell	
ገልቱ	Gältu	
ገልጃጃ	Gäljajja	
ገመምተኛ	Gämämtäñña	
ገመሬ	Gemärré	
ገመቹ	Gämmäčču	
ገመች	Gämmäčč	
ገመና	Gämäna	
ገመዳ	Gämmädda	
ገመድ	Gämäd	
ገመገም	Gämägäm	
ገማልኤል	Gämale'él	
ገሜሳ	Gämméssa	
ገምቢ	Gämbi	
ገምባሌ	Gämballé	
ገምታ	Gämta	
ገምጋሚ	Gämgami	
ገምጦ ወጥ	Gämṭo-Wäṭṭ	
ገሞራ	Gämora	
ገሞራው	Gämoraw	
ገረመው	Gärrämäw	
ገረሱ	Gäräsu	
ገረድ	Gäräd	
ገራም	Gärram	
ገራገር	Gäragär	
ገራፊ	Gärafi	
ገርማሜ	Gärmammé	
ገርቢ	Gärbi	
ገሰሰ	Gässäsä	
ገሰሰች	Gässäsäčč	
ገሰሰው	Gässäsäw	
ገሳ	Gäsa	
ገበሎ	Gäbälo	
ገበሬ	Gäbäré	
ገበታ	Gäbäta	
ገበቴ	Gäbäté	
ገበዝ	Gäbäz	
ገበየሁ	Gäbäyyähu	
ገበያ ነሽ	GäbäyaNäš	
ገበያው	Gäbäyaw	
ገበጣ	Gäbäṭa	
ገቢር	Gäbir	
ገቢሳ	Gäbbisa	
ገባር	Gäbbar	
ገቤሳ	Gäbbéssa	
ገብ	Gäbb	
ገብረ	Gäbrä-	
ገብረ ጉራቻ	Gäbrä-Gurračča	
ገብረ ጉንዳን	Gebrä-Gundan	
ገብሩ	Gäbru	
ገብራት	Gäbrat	
ገብራይ	Gäbray	
ገብሬ	Gäbré	
ገብር ኤሏ	Gäbre'élʷ	
ገብርኤል	Gäbr'él	
ገብርኤሏ	Gäbre'élʷ	
ገብርዬ	Gäbreyyé	
ገብነት	Gäbbennät	
ገብጋባ	Gäbgabba	
ገትየ	Gäteyyä	
ገቺ	Gäčči	
ገቻ	Gečča	
ገች	Gečč	
ገነሞ	Gänämo	
ገነቲ	Gännäti	
ገነቴ	Gännäti	
ገነት	Gännät	
ገነነ	Gännänä	
ገና	Gänna	
ገናሌ	Gännalé	
ገንዘብ	Gänzäb	
ገንዲ	Gändi	
ገንዳ	Gända	
ገንፎ	Gänfo	
ገዙ	Gäzzu	
ገዛኸኝ	Gäzzak̃äññ	
ገዛኽኝ	Gäzzak̃äññ	
ገዝሙ	Gäzmu	
ገዥ	Gäz̃	
ገዥነት	Gäz̃ennät	
ገደል	Gädäl	
ገደቡ	Gädäbu	
ገደብ	Gädäb	
ገዳ	Gäda	
ገዳሙ	Gädamu	
ገዳሜ	Gädamé	
ገዳም	Gädam	
ገዳሪፍ	Gädarif	
ገዳዳ	Gädada	
ገዴ	Gäddé	
ገድ	Gädd	
ገድሉ	Gädlu	
ገድሌ	Gädlé	
ገጀሞ	Gäjämo	
ገጀረት	Gäjärät	
ገጅሞ	Gäjämo	
ገጅረት	Gäjärät	
ገጠሬ	Gäṭäré	
ገጠር	Gäṭär	
ገጣሚ	Gäṭami	
ገጦ ለጣይ	Gäṭṭo-Läṭay	
ገጽ	Gäṣṣ	
ገፈታ	Gäfäta	
ገፈፋ	Gäfäfa	
ገፋፊ	Gäfafi	
ጉሀር	Guhär	
ጉለሌ	Gullällé	
ጉለንታ	Guläntta	
ጉሉይ	Guluy	
ጉሌልሞ	Gulélmo	
ጉልህ	Guleh	
ጉልላት	Gullelat	
ጉልማ	Gulemma	
ጉልበት	Gulbät	
ጉልባን	Gulban	
ጉልተኛ	Gultäñña	
ጉልታዊ	Gultawi	
ጉልታዊነት	Gultawinnät	
ጉልቴ	Gulté	
ጉልት	Gullet	
ጉልቻ	Gullečča	
ጉሎ	Gulo	
ጉማ	Guma	
ጉማሬ	Gumarré	
ጉሜ	Gumé	
ጉም	Gum	
ጉምሩክ	Gumruk	
ጉረኖ	Guränno	
ጉረኛ	Gurräñña	
ጉራ	Gura	
ጉራ ምድር	GuraMeder	
ጉራማይሌ	Guramaylé	
ጉራራ	Gurara	
ጉራቻ	Gurračča	
ጉራንጉር	Gurangur	
ጉራጌ	Guragé	
ጉሬዛ	Guréza	
ጉርሙ	Gurmu	
ጉርሜሳ	Gurméssa	
ጉርሱም	Gursum	
ጉርስ	Gurs	
ጉርሸጥ	Guršeṭṭ	
ጉርሻ	Gurša	
ጉርሽጥ	Guršeṭṭ	
ጉርቢያ	Gurbiya	
ጉርብትና	Gurbetenna	
ጉርአ	Gur'ä	
ጉርአጌ	Gur'ä-gé	
ጉርኣ	Gur'a	
ጉርጥ	Gurṭ	
ጉሮሮ	Gurorro	
ጉስምት	Gusemt	
ጉስቁልና	Gusqulenna	
ጉስጉሻ	Gusgušša	
ጉሽ	Guš	
ጉሽም	Guššem	
ጉሽርጥ	Gušreṭṭ	
ጉበት	Gubbät	
ጉበን	Gubän	
ጉበኝነት	Gubeññet	
ጉባ	Gubba	
ጉባኤ	Guba'é	
ጉባይ	Gubay	
ጉብላው	Gubelaw	
ጉብል	Gubel	
ጉብልዬ	Gubeleyyé	
ጉብኝት	Gubeññet	
ጉቦ	Gubbo	
ጉተማ	Gutäma	
ጉቱ	Guttu	
ጉታ	Guta	
ጉትቻ	Gutečča	
ጉትያ	Gutteyya	
ጉቶ	Gutto	
ጉናጉና	Gunagune	
ጉንዳን	Gundan	
ጉንድሽ	Gundeš	
ጉንዶ	Gundo	
ጉንጉን	Gungun	
ጉንፋን	Gunfan	
ጉዝጉዝ	Guzegguz	
ጉዝጓዝ	Guzgʷz	
ጉዞ	Guzo	
ጉያ	Guyya	
ጉደር	Gudär	
ጉደታ	Guddäta	
ጉዱ	Gudu	
ጉዲት	Gudit	
ጉዲና	Guddina	
ጉዲፈቻ	Guddifäčča	
ጉዳ	Gudda	
ጉዳዩ	Guddayu	
ጉዳዬ	Guddayé	
ጉዳይ	Gudday	
ጉዳዮች	Guddayočč	
ጉዴላ	Gudélla	
ጉድሩ	Gudru	
ጉድሮ	Guderro	
ጉድባ	Gudba	
ጉድኝ	Gudeññ	
ጉድዩ	Guddayu	
ጉድፍ	Gudef	
ጉዶ	Gudo	
ጉጉት	Guggut	
ጉግሳ	Gugsa	
ጉግስ	Gugs	
ጉጠት	Guṭät	
ጉጭማ	Guč̣ma	
ጉፋያ	Gufayya	
ጉፍታ	Gufta	
ጊላ	Gila	
ጊላይ	Gilay	
ጊምቢ	Gimbi	
ጊርቦ	Girbo	
ጊርጊሮ	Girgiro	
ጊቺሌ	Gičillé	
ጊንዳእ	Ginda'e	
ጊንዶ	Gindo	
ጊንጥ	Ginṭ	
ጊንጪ	Ginč̣i	
ጊዜ	Gizé	
ጊዜያዊ	Gizéyawi	
ጊዮርጊስ	Giyorgis	
ጊደር	Gidär	
ጊዶሌ	Gidollé	
ጊጤ	Giṭé	
ጋለሞታ	Galämota	
ጋሌብ	Galéb	
ጋማ	Gamma	
ጋሜ	Gammé	
ጋምቤላ	Gambélla	
ጋረደው	Garrädäw	
ጋሪ	Gari	
ጋራተኛ	Gfratäñña	
ጋራታኛ	Garatäñña	
ጋሬ	Garré	
ጋሬጣ	Garéṭa	
ጋርዛ	Garza	
ጋርዮሽ	Gareyyoš	
ጋሻ	Gašša	
ጋሻ ጃግሬ	GaššaJagré	
ጋሻው	Gaššaw	
ጋቢ	Gabi	
ጋብር	Gaber	
ጋተው	Gatäw	
ጋት	Gat	
ጋኔን	Ganén	
ጋን	Gan	
ጋንዛ	Ganza	
ጋንድያ	Gandeyya	
ጋንፉር	Ganfur	
ጋዜጠኛ	Gazéṭäñña	
ጋዜጣ	Gazéṭa	
ጋያ	Gayya	
ጋይንት	Gayent	
ጋዲ	Gadi	
ጋድ	Gad	
ጋጋሪ	Gagari	
ጋጋኖ	Gagano	
ጋጠ ወጥ	Gaṭä-Wäṭṭ	
ጋጥ	Gaṭ	
ጋፋት	Gafat	
ጌራ	Géra	
ጌሾ	Géšo	
ጌታ	Géta	
ጌታ ሁን	GétaHun	
ጌታ ነህ	GétaNäh	
ጌታቸው	Gétaččäw	
ጌታው	Gétaw	
ጌቴሴማኒ	Gétésémai	
ጌትነት	Gétennät	
ጌትዬ	Géteyyé	
ጌቺሌ	Gicillé	
ጌንዶ	Géndo	
